ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma_de_venda,Região
54051,2023-07-29,Curitiba,Teclado Mecânico,250.0,1,Cliente_7565,250.0,Presencial,Sul
54065,2023-11-17,Curitiba,Smartphone Samsung,2200.0,1,Cliente_15135,2200.0,Presencial,Sul
54066,2023-08-02,Curitiba,Smartphone Samsung,2200.0,1,Cliente_13533,2200.0,Presencial,Sul
54094,2023-08-04,Curitiba,"Monitor 27""",1200.0,2,Cliente_3098,2400.0,Presencial,Sul
54097,2024-05-13,Curitiba,Teclado Mecânico,250.0,2,Cliente_3649,500.0,Presencial,Sul
54098,2023-07-15,Curitiba,iPhone 14,5500.0,2,Cliente_3732,11000.0,Presencial,Sul
54106,2024-06-04,Curitiba,"Monitor 27""",1200.0,1,Cliente_16444,1200.0,Presencial,Sul
54107,2023-10-17,Curitiba,iPhone 14,5500.0,1,Cliente_29717,5500.0,Presencial,Sul
54111,2023-04-23,Curitiba,"Monitor 27""",1200.0,2,Cliente_3219,2400.0,Presencial,Sul
54117,2023-06-06,Curitiba,Cabo HDMI,40.0,1,Cliente_3677,40.0,Presencial,Sul
54128,2023-07-12,Curitiba,Cabo HDMI,40.0,1,Cliente_29996,40.0,Presencial,Sul
54130,2023-03-04,Curitiba,Mouse Gamer,120.0,10,Cliente_2686,1200.0,Presencial,Sul
54131,2024-05-11,Curitiba,Smartphone Samsung,2200.0,1,Cliente_20415,2200.0,Presencial,Sul
54156,2024-08-01,Curitiba,iPhone 14,5500.0,10,Cliente_1381,55000.0,Presencial,Sul
54158,2023-02-22,Curitiba,iPhone 14,5500.0,1,Cliente_27257,5500.0,Presencial,Sul
54159,2024-11-25,Curitiba,Teclado Mecânico,250.0,3,Cliente_12016,750.0,Presencial,Sul
54162,2023-06-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_12871,2200.0,Presencial,Sul
54173,2024-02-15,Curitiba,Mouse Gamer,120.0,1,Cliente_19613,120.0,Presencial,Sul
54177,2024-12-04,Curitiba,Notebook Dell,3500.0,1,Cliente_11879,3500.0,Presencial,Sul
54199,2024-01-08,Curitiba,Mouse Gamer,120.0,1,Cliente_24350,120.0,Presencial,Sul
54200,2023-10-25,Curitiba,Notebook Dell,3500.0,1,Cliente_18213,3500.0,Presencial,Sul
54202,2024-10-22,Curitiba,Notebook HP,3200.0,1,Cliente_13959,3200.0,Presencial,Sul
54212,2024-08-15,Curitiba,Cabo HDMI,40.0,1,Cliente_212,40.0,Presencial,Sul
54214,2024-05-12,Curitiba,Cabo HDMI,40.0,1,Cliente_8419,40.0,Presencial,Sul
54221,2024-03-22,Curitiba,Notebook HP,3200.0,1,Cliente_15820,3200.0,Presencial,Sul
54233,2023-12-08,Curitiba,Cabo HDMI,40.0,1,Cliente_3743,40.0,Presencial,Sul
54237,2024-06-09,Curitiba,Notebook Dell,3500.0,1,Cliente_18676,3500.0,Presencial,Sul
54239,2024-10-16,Curitiba,iPhone 14,5500.0,1,Cliente_9277,5500.0,Presencial,Sul
54245,2024-05-03,Curitiba,"Monitor 27""",1200.0,1,Cliente_5447,1200.0,Presencial,Sul
54246,2024-06-21,Curitiba,Notebook Dell,3500.0,1,Cliente_24657,3500.0,Presencial,Sul
54248,2023-12-12,Curitiba,Teclado Mecânico,250.0,1,Cliente_17039,250.0,Presencial,Sul
54251,2024-03-08,Curitiba,Teclado Mecânico,250.0,2,Cliente_18711,500.0,Presencial,Sul
54256,2023-05-20,Curitiba,Teclado Mecânico,250.0,1,Cliente_21782,250.0,Presencial,Sul
54261,2024-02-07,Curitiba,"Monitor 27""",1200.0,1,Cliente_11286,1200.0,Presencial,Sul
54267,2024-12-04,Curitiba,Notebook Dell,3500.0,1,Cliente_5463,3500.0,Presencial,Sul
54291,2024-09-02,Curitiba,"Monitor 27""",1200.0,1,Cliente_767,1200.0,Presencial,Sul
54297,2023-09-12,Curitiba,Notebook Dell,3500.0,1,Cliente_21573,3500.0,Presencial,Sul
54299,2023-02-04,Curitiba,Mouse Gamer,120.0,1,Cliente_13893,120.0,Presencial,Sul
54304,2024-10-10,Curitiba,iPhone 14,5500.0,1,Cliente_16382,5500.0,Presencial,Sul
54312,2023-04-18,Curitiba,Smartphone Samsung,2200.0,2,Cliente_2949,4400.0,Presencial,Sul
54315,2023-07-05,Curitiba,Mouse Gamer,120.0,1,Cliente_24619,120.0,Presencial,Sul
54316,2023-05-28,Curitiba,"Monitor 27""",1200.0,1,Cliente_14167,1200.0,Presencial,Sul
54318,2023-07-03,Curitiba,Teclado Mecânico,250.0,1,Cliente_21075,250.0,Presencial,Sul
54322,2023-04-13,Curitiba,"Monitor 27""",1200.0,1,Cliente_8435,1200.0,Presencial,Sul
54326,2023-11-12,Curitiba,Notebook Dell,3500.0,1,Cliente_1878,3500.0,Presencial,Sul
54334,2024-04-09,Curitiba,"Monitor 27""",1200.0,1,Cliente_473,1200.0,Presencial,Sul
54335,2024-07-30,Curitiba,iPhone 14,5500.0,1,Cliente_20031,5500.0,Presencial,Sul
54345,2023-02-04,Curitiba,"Monitor 27""",1200.0,1,Cliente_7651,1200.0,Presencial,Sul
54347,2024-01-13,Curitiba,Cabo HDMI,40.0,1,Cliente_1404,40.0,Presencial,Sul
54357,2023-11-03,Curitiba,Mouse Gamer,120.0,2,Cliente_19854,240.0,Presencial,Sul
54373,2023-04-30,Curitiba,Notebook Dell,3500.0,3,Cliente_8342,10500.0,Presencial,Sul
54383,2023-03-11,Curitiba,Notebook HP,3200.0,1,Cliente_8484,3200.0,Presencial,Sul
54384,2023-01-28,Curitiba,Smartphone Samsung,2200.0,1,Cliente_19818,2200.0,Presencial,Sul
54394,2024-12-11,Curitiba,Teclado Mecânico,250.0,1,Cliente_15046,250.0,Presencial,Sul
54397,2023-07-07,Curitiba,Teclado Mecânico,250.0,1,Cliente_27260,250.0,Presencial,Sul
54401,2024-08-11,Curitiba,"Monitor 27""",1200.0,1,Cliente_19927,1200.0,Presencial,Sul
54409,2023-08-03,Curitiba,Teclado Mecânico,250.0,2,Cliente_1503,500.0,Presencial,Sul
54416,2024-03-28,Curitiba,Notebook Dell,3500.0,1,Cliente_28886,3500.0,Presencial,Sul
54419,2024-10-10,Curitiba,iPhone 14,5500.0,1,Cliente_15142,5500.0,Presencial,Sul
54423,2023-07-30,Curitiba,"Monitor 27""",1200.0,1,Cliente_5441,1200.0,Presencial,Sul
54434,2023-08-28,Curitiba,Cabo HDMI,40.0,1,Cliente_21709,40.0,Presencial,Sul
54444,2023-09-11,Curitiba,iPhone 14,5500.0,1,Cliente_8823,5500.0,Presencial,Sul
54459,2023-02-21,Curitiba,Cabo HDMI,40.0,1,Cliente_16465,40.0,Presencial,Sul
54469,2024-01-13,Curitiba,Cabo HDMI,40.0,3,Cliente_18880,120.0,Presencial,Sul
54482,2023-11-18,Curitiba,Notebook HP,3200.0,2,Cliente_3805,6400.0,Presencial,Sul
54490,2023-09-24,Curitiba,Mouse Gamer,120.0,1,Cliente_182,120.0,Presencial,Sul
54496,2024-12-05,Curitiba,Notebook Dell,3500.0,1,Cliente_5841,3500.0,Presencial,Sul
54499,2023-02-22,Curitiba,Mouse Gamer,120.0,5,Cliente_238,600.0,Presencial,Sul
54501,2023-06-03,Curitiba,Notebook Dell,3500.0,1,Cliente_18426,3500.0,Presencial,Sul
54511,2024-09-06,Curitiba,Smartphone Samsung,2200.0,5,Cliente_9821,11000.0,Presencial,Sul
54519,2023-12-24,Curitiba,Mouse Gamer,120.0,1,Cliente_5355,120.0,Presencial,Sul
54526,2024-01-30,Curitiba,Cabo HDMI,40.0,1,Cliente_18285,40.0,Presencial,Sul
54531,2024-12-23,Curitiba,Notebook HP,3200.0,1,Cliente_8920,3200.0,Presencial,Sul
54537,2023-03-24,Curitiba,Teclado Mecânico,250.0,1,Cliente_12434,250.0,Presencial,Sul
54540,2023-02-26,Curitiba,Notebook HP,3200.0,3,Cliente_18181,9600.0,Presencial,Sul
54544,2024-06-23,Curitiba,Notebook Dell,3500.0,2,Cliente_21268,7000.0,Presencial,Sul
54546,2023-06-08,Curitiba,Notebook HP,3200.0,1,Cliente_10841,3200.0,Presencial,Sul
54547,2024-03-17,Curitiba,Smartphone Samsung,2200.0,1,Cliente_6302,2200.0,Presencial,Sul
54549,2024-05-28,Curitiba,"Monitor 27""",1200.0,1,Cliente_23911,1200.0,Presencial,Sul
54552,2024-04-21,Curitiba,Teclado Mecânico,250.0,1,Cliente_15925,250.0,Presencial,Sul
54558,2024-12-14,Curitiba,Mouse Gamer,120.0,1,Cliente_27084,120.0,Presencial,Sul
54560,2024-07-28,Curitiba,Cabo HDMI,40.0,5,Cliente_19332,200.0,Presencial,Sul
54564,2024-12-18,Curitiba,Notebook Dell,3500.0,1,Cliente_25829,3500.0,Presencial,Sul
54579,2023-10-11,Curitiba,Notebook Dell,3500.0,1,Cliente_8209,3500.0,Presencial,Sul
54583,2023-06-09,Curitiba,Smartphone Samsung,2200.0,1,Cliente_19937,2200.0,Presencial,Sul
54606,2024-01-26,Curitiba,Notebook HP,3200.0,1,Cliente_2411,3200.0,Presencial,Sul
54608,2023-06-08,Curitiba,"Monitor 27""",1200.0,2,Cliente_23690,2400.0,Presencial,Sul
54609,2023-12-15,Curitiba,iPhone 14,5500.0,1,Cliente_16016,5500.0,Presencial,Sul
54629,2024-05-21,Curitiba,Teclado Mecânico,250.0,1,Cliente_5635,250.0,Presencial,Sul
54650,2024-04-24,Curitiba,Notebook HP,3200.0,1,Cliente_14548,3200.0,Presencial,Sul
54653,2023-08-20,Curitiba,iPhone 14,5500.0,1,Cliente_18928,5500.0,Presencial,Sul
54673,2024-08-14,Curitiba,Mouse Gamer,120.0,5,Cliente_12143,600.0,Presencial,Sul
54691,2023-01-31,Curitiba,"Monitor 27""",1200.0,1,Cliente_16079,1200.0,Presencial,Sul
54699,2024-11-22,Curitiba,Smartphone Samsung,2200.0,1,Cliente_5440,2200.0,Presencial,Sul
54700,2024-05-11,Curitiba,Smartphone Samsung,2200.0,2,Cliente_20988,4400.0,Presencial,Sul
54701,2023-07-21,Curitiba,Mouse Gamer,120.0,5,Cliente_27348,600.0,Presencial,Sul
54702,2023-11-05,Curitiba,Cabo HDMI,40.0,1,Cliente_20542,40.0,Presencial,Sul
54706,2024-07-06,Curitiba,Notebook HP,3200.0,1,Cliente_3737,3200.0,Presencial,Sul
54724,2023-06-22,Curitiba,Mouse Gamer,120.0,1,Cliente_5872,120.0,Presencial,Sul
54731,2023-12-14,Curitiba,Mouse Gamer,120.0,1,Cliente_27468,120.0,Presencial,Sul
54733,2024-08-29,Curitiba,Notebook HP,3200.0,1,Cliente_13897,3200.0,Presencial,Sul
54738,2024-12-17,Curitiba,"Monitor 27""",1200.0,1,Cliente_7914,1200.0,Presencial,Sul
54744,2024-05-25,Curitiba,iPhone 14,5500.0,2,Cliente_3369,11000.0,Presencial,Sul
54750,2023-12-11,Curitiba,Mouse Gamer,120.0,1,Cliente_14933,120.0,Presencial,Sul
54764,2024-04-27,Curitiba,Cabo HDMI,40.0,1,Cliente_8065,40.0,Presencial,Sul
54792,2023-01-04,Curitiba,Notebook HP,3200.0,1,Cliente_15612,3200.0,Presencial,Sul
54796,2023-07-06,Curitiba,Smartphone Samsung,2200.0,1,Cliente_3306,2200.0,Presencial,Sul
54802,2024-12-01,Curitiba,"Monitor 27""",1200.0,1,Cliente_11382,1200.0,Presencial,Sul
54803,2023-09-29,Curitiba,Notebook Dell,3500.0,1,Cliente_28002,3500.0,Presencial,Sul
54817,2024-10-07,Curitiba,Cabo HDMI,40.0,1,Cliente_705,40.0,Presencial,Sul
54825,2023-03-02,Curitiba,Cabo HDMI,40.0,1,Cliente_4593,40.0,Presencial,Sul
54831,2023-10-05,Curitiba,Mouse Gamer,120.0,1,Cliente_19151,120.0,Presencial,Sul
54834,2024-06-05,Curitiba,Smartphone Samsung,2200.0,1,Cliente_25068,2200.0,Presencial,Sul
54837,2023-05-06,Curitiba,Smartphone Samsung,2200.0,1,Cliente_6702,2200.0,Presencial,Sul
54841,2024-03-15,Curitiba,"Monitor 27""",1200.0,5,Cliente_16302,6000.0,Presencial,Sul
54845,2024-12-30,Curitiba,Mouse Gamer,120.0,1,Cliente_17215,120.0,Presencial,Sul
54846,2023-05-03,Curitiba,Notebook Dell,3500.0,1,Cliente_7423,3500.0,Presencial,Sul
54855,2023-12-22,Curitiba,Teclado Mecânico,250.0,1,Cliente_23441,250.0,Presencial,Sul
54861,2024-11-15,Curitiba,Smartphone Samsung,2200.0,1,Cliente_22768,2200.0,Presencial,Sul
54869,2024-06-05,Curitiba,Notebook HP,3200.0,1,Cliente_22086,3200.0,Presencial,Sul
54871,2024-11-04,Curitiba,"Monitor 27""",1200.0,2,Cliente_23589,2400.0,Presencial,Sul
54884,2023-03-28,Curitiba,Cabo HDMI,40.0,1,Cliente_15921,40.0,Presencial,Sul
54888,2024-05-06,Curitiba,Cabo HDMI,40.0,1,Cliente_7282,40.0,Presencial,Sul
54898,2024-12-10,Curitiba,"Monitor 27""",1200.0,5,Cliente_719,6000.0,Presencial,Sul
54929,2023-04-26,Curitiba,"Monitor 27""",1200.0,2,Cliente_10976,2400.0,Presencial,Sul
54935,2023-05-09,Curitiba,Cabo HDMI,40.0,1,Cliente_1767,40.0,Presencial,Sul
54942,2024-06-30,Curitiba,Notebook HP,3200.0,1,Cliente_28850,3200.0,Presencial,Sul
54952,2023-07-13,Curitiba,"Monitor 27""",1200.0,5,Cliente_14560,6000.0,Presencial,Sul
54962,2024-10-02,Curitiba,Smartphone Samsung,2200.0,2,Cliente_12974,4400.0,Presencial,Sul
54975,2023-11-03,Curitiba,Mouse Gamer,120.0,2,Cliente_16673,240.0,Presencial,Sul
54990,2023-04-05,Curitiba,iPhone 14,5500.0,1,Cliente_17351,5500.0,Presencial,Sul
54992,2023-10-06,Curitiba,Mouse Gamer,120.0,2,Cliente_10318,240.0,Presencial,Sul
54993,2024-04-13,Curitiba,iPhone 14,5500.0,1,Cliente_12907,5500.0,Presencial,Sul
54996,2023-09-02,Curitiba,Mouse Gamer,120.0,1,Cliente_2595,120.0,Presencial,Sul
55023,2023-08-25,Curitiba,Smartphone Samsung,2200.0,1,Cliente_29987,2200.0,Presencial,Sul
55025,2023-05-03,Curitiba,Mouse Gamer,120.0,3,Cliente_21583,360.0,Presencial,Sul
55047,2023-01-29,Curitiba,Cabo HDMI,40.0,5,Cliente_24398,200.0,Presencial,Sul
55048,2023-07-08,Curitiba,Notebook Dell,3500.0,1,Cliente_16797,3500.0,Presencial,Sul
55049,2024-08-14,Curitiba,Cabo HDMI,40.0,1,Cliente_21401,40.0,Presencial,Sul
55056,2024-05-30,Curitiba,Teclado Mecânico,250.0,1,Cliente_19552,250.0,Presencial,Sul
55057,2023-10-24,Curitiba,iPhone 14,5500.0,1,Cliente_7863,5500.0,Presencial,Sul
55062,2023-05-02,Curitiba,Notebook Dell,3500.0,3,Cliente_3980,10500.0,Presencial,Sul
55063,2023-10-30,Curitiba,Teclado Mecânico,250.0,1,Cliente_7862,250.0,Presencial,Sul
55066,2023-04-30,Curitiba,iPhone 14,5500.0,1,Cliente_20849,5500.0,Presencial,Sul
55073,2024-11-03,Curitiba,Teclado Mecânico,250.0,1,Cliente_3091,250.0,Presencial,Sul
55079,2024-12-26,Curitiba,"Monitor 27""",1200.0,1,Cliente_17726,1200.0,Presencial,Sul
55086,2023-06-03,Curitiba,Notebook HP,3200.0,2,Cliente_3303,6400.0,Presencial,Sul
55088,2024-06-14,Curitiba,Mouse Gamer,120.0,1,Cliente_11107,120.0,Presencial,Sul
55091,2023-03-01,Curitiba,Notebook Dell,3500.0,1,Cliente_23578,3500.0,Presencial,Sul
55114,2023-03-16,Curitiba,Notebook HP,3200.0,1,Cliente_24414,3200.0,Presencial,Sul
55117,2024-08-08,Curitiba,Notebook HP,3200.0,1,Cliente_3584,3200.0,Presencial,Sul
55123,2023-04-18,Curitiba,Mouse Gamer,120.0,5,Cliente_17465,600.0,Presencial,Sul
55125,2024-06-27,Curitiba,Teclado Mecânico,250.0,1,Cliente_23006,250.0,Presencial,Sul
55131,2023-03-21,Curitiba,"Monitor 27""",1200.0,1,Cliente_12988,1200.0,Presencial,Sul
55135,2023-02-04,Curitiba,Notebook HP,3200.0,1,Cliente_21918,3200.0,Presencial,Sul
55150,2023-10-05,Curitiba,Mouse Gamer,120.0,1,Cliente_2910,120.0,Presencial,Sul
55152,2023-04-28,Curitiba,Notebook Dell,3500.0,1,Cliente_10578,3500.0,Presencial,Sul
55158,2024-02-27,Curitiba,Cabo HDMI,40.0,1,Cliente_9983,40.0,Presencial,Sul
55161,2023-08-15,Curitiba,Notebook Dell,3500.0,1,Cliente_27138,3500.0,Presencial,Sul
55165,2023-05-22,Curitiba,Cabo HDMI,40.0,1,Cliente_1222,40.0,Presencial,Sul
55214,2023-12-07,Curitiba,iPhone 14,5500.0,1,Cliente_9477,5500.0,Presencial,Sul
55219,2023-10-28,Curitiba,Cabo HDMI,40.0,1,Cliente_14504,40.0,Presencial,Sul
55226,2023-06-13,Curitiba,iPhone 14,5500.0,1,Cliente_20869,5500.0,Presencial,Sul
55232,2023-09-07,Curitiba,iPhone 14,5500.0,1,Cliente_2545,5500.0,Presencial,Sul
55233,2023-11-28,Curitiba,Smartphone Samsung,2200.0,1,Cliente_18010,2200.0,Presencial,Sul
55239,2024-08-29,Curitiba,Notebook HP,3200.0,1,Cliente_15467,3200.0,Presencial,Sul
55256,2024-07-03,Curitiba,"Monitor 27""",1200.0,1,Cliente_24186,1200.0,Presencial,Sul
55258,2024-11-12,Curitiba,iPhone 14,5500.0,1,Cliente_154,5500.0,Presencial,Sul
55266,2023-06-26,Curitiba,iPhone 14,5500.0,1,Cliente_13910,5500.0,Presencial,Sul
55273,2023-08-12,Curitiba,iPhone 14,5500.0,1,Cliente_15772,5500.0,Presencial,Sul
55275,2024-11-05,Curitiba,Cabo HDMI,40.0,1,Cliente_11085,40.0,Presencial,Sul
55284,2023-01-30,Curitiba,Mouse Gamer,120.0,1,Cliente_14758,120.0,Presencial,Sul
55287,2024-03-01,Curitiba,Notebook Dell,3500.0,2,Cliente_22642,7000.0,Presencial,Sul
55290,2024-09-08,Curitiba,"Monitor 27""",1200.0,1,Cliente_18900,1200.0,Presencial,Sul
55297,2024-01-01,Curitiba,Mouse Gamer,120.0,3,Cliente_28080,360.0,Presencial,Sul
55308,2024-07-02,Curitiba,Notebook HP,3200.0,2,Cliente_3898,6400.0,Presencial,Sul
55320,2023-03-16,Curitiba,Smartphone Samsung,2200.0,5,Cliente_11640,11000.0,Presencial,Sul
55322,2023-06-04,Curitiba,Mouse Gamer,120.0,1,Cliente_12252,120.0,Presencial,Sul
55325,2024-07-14,Curitiba,iPhone 14,5500.0,1,Cliente_22765,5500.0,Presencial,Sul
55327,2023-02-13,Curitiba,Smartphone Samsung,2200.0,2,Cliente_6843,4400.0,Presencial,Sul
55337,2023-11-25,Curitiba,Notebook Dell,3500.0,1,Cliente_21517,3500.0,Presencial,Sul
55344,2023-11-09,Curitiba,Cabo HDMI,40.0,1,Cliente_17994,40.0,Presencial,Sul
55354,2023-01-20,Curitiba,Notebook HP,3200.0,1,Cliente_390,3200.0,Presencial,Sul
55357,2024-02-24,Curitiba,Smartphone Samsung,2200.0,2,Cliente_11609,4400.0,Presencial,Sul
55376,2024-04-13,Curitiba,Notebook HP,3200.0,1,Cliente_24102,3200.0,Presencial,Sul
55389,2024-08-23,Curitiba,iPhone 14,5500.0,5,Cliente_26881,27500.0,Presencial,Sul
55393,2023-12-19,Curitiba,Notebook Dell,3500.0,1,Cliente_28040,3500.0,Presencial,Sul
55398,2023-07-22,Curitiba,Cabo HDMI,40.0,1,Cliente_16436,40.0,Presencial,Sul
55413,2024-04-18,Curitiba,Smartphone Samsung,2200.0,2,Cliente_6261,4400.0,Presencial,Sul
55421,2023-08-20,Curitiba,Mouse Gamer,120.0,1,Cliente_24923,120.0,Presencial,Sul
55422,2024-12-09,Curitiba,Teclado Mecânico,250.0,1,Cliente_24543,250.0,Presencial,Sul
55430,2024-01-30,Curitiba,Teclado Mecânico,250.0,1,Cliente_20540,250.0,Presencial,Sul
55435,2023-08-09,Curitiba,iPhone 14,5500.0,3,Cliente_28373,16500.0,Presencial,Sul
55444,2024-07-27,Curitiba,Teclado Mecânico,250.0,1,Cliente_26145,250.0,Presencial,Sul
55452,2023-03-12,Curitiba,Mouse Gamer,120.0,3,Cliente_11908,360.0,Presencial,Sul
55458,2024-01-29,Curitiba,Smartphone Samsung,2200.0,2,Cliente_9164,4400.0,Presencial,Sul
55466,2024-05-31,Curitiba,Teclado Mecânico,250.0,1,Cliente_14082,250.0,Presencial,Sul
55484,2023-01-16,Curitiba,iPhone 14,5500.0,1,Cliente_13899,5500.0,Presencial,Sul
55486,2024-07-27,Curitiba,Smartphone Samsung,2200.0,1,Cliente_24522,2200.0,Presencial,Sul
55490,2023-09-30,Curitiba,Mouse Gamer,120.0,3,Cliente_24470,360.0,Presencial,Sul
55492,2024-02-01,Curitiba,Notebook HP,3200.0,3,Cliente_5795,9600.0,Presencial,Sul
55514,2024-12-09,Curitiba,"Monitor 27""",1200.0,1,Cliente_24080,1200.0,Presencial,Sul
55518,2023-02-22,Curitiba,Notebook Dell,3500.0,1,Cliente_27303,3500.0,Presencial,Sul
55553,2023-09-10,Curitiba,"Monitor 27""",1200.0,2,Cliente_6735,2400.0,Presencial,Sul
55556,2023-11-15,Curitiba,"Monitor 27""",1200.0,1,Cliente_29089,1200.0,Presencial,Sul
55569,2023-08-06,Curitiba,Notebook Dell,3500.0,1,Cliente_16909,3500.0,Presencial,Sul
55574,2023-09-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_29535,2200.0,Presencial,Sul
55578,2024-03-20,Curitiba,iPhone 14,5500.0,1,Cliente_9607,5500.0,Presencial,Sul
55581,2024-06-26,Curitiba,Notebook HP,3200.0,1,Cliente_29996,3200.0,Presencial,Sul
55589,2023-05-19,Curitiba,iPhone 14,5500.0,10,Cliente_2464,55000.0,Presencial,Sul
55609,2023-04-21,Curitiba,Cabo HDMI,40.0,1,Cliente_24487,40.0,Presencial,Sul
55621,2024-09-13,Curitiba,Notebook HP,3200.0,1,Cliente_9996,3200.0,Presencial,Sul
55633,2023-03-25,Curitiba,"Monitor 27""",1200.0,3,Cliente_15240,3600.0,Presencial,Sul
55644,2024-04-10,Curitiba,Notebook Dell,3500.0,1,Cliente_9076,3500.0,Presencial,Sul
55648,2023-05-19,Curitiba,Smartphone Samsung,2200.0,2,Cliente_17980,4400.0,Presencial,Sul
55661,2023-12-07,Curitiba,Mouse Gamer,120.0,1,Cliente_14951,120.0,Presencial,Sul
55672,2023-09-20,Curitiba,Mouse Gamer,120.0,1,Cliente_17472,120.0,Presencial,Sul
55677,2024-09-15,Curitiba,Teclado Mecânico,250.0,5,Cliente_25223,1250.0,Presencial,Sul
55681,2023-08-05,Curitiba,Notebook HP,3200.0,2,Cliente_20552,6400.0,Presencial,Sul
55684,2024-04-28,Curitiba,Cabo HDMI,40.0,1,Cliente_29302,40.0,Presencial,Sul
55686,2024-07-09,Curitiba,Notebook HP,3200.0,1,Cliente_812,3200.0,Presencial,Sul
55687,2024-07-28,Curitiba,iPhone 14,5500.0,1,Cliente_257,5500.0,Presencial,Sul
55689,2023-02-16,Curitiba,Teclado Mecânico,250.0,2,Cliente_13632,500.0,Presencial,Sul
55691,2023-08-15,Curitiba,Smartphone Samsung,2200.0,2,Cliente_9068,4400.0,Presencial,Sul
55701,2023-08-03,Curitiba,Teclado Mecânico,250.0,1,Cliente_10219,250.0,Presencial,Sul
55702,2024-09-24,Curitiba,Teclado Mecânico,250.0,1,Cliente_11147,250.0,Presencial,Sul
55707,2023-03-08,Curitiba,"Monitor 27""",1200.0,1,Cliente_27845,1200.0,Presencial,Sul
55713,2024-12-02,Curitiba,Mouse Gamer,120.0,1,Cliente_12536,120.0,Presencial,Sul
55719,2023-12-22,Curitiba,Smartphone Samsung,2200.0,2,Cliente_10228,4400.0,Presencial,Sul
55722,2023-09-09,Curitiba,Teclado Mecânico,250.0,1,Cliente_4049,250.0,Presencial,Sul
55731,2023-05-06,Curitiba,Teclado Mecânico,250.0,1,Cliente_8217,250.0,Presencial,Sul
55735,2023-05-01,Curitiba,Cabo HDMI,40.0,1,Cliente_26105,40.0,Presencial,Sul
55744,2023-09-17,Curitiba,Cabo HDMI,40.0,1,Cliente_25229,40.0,Presencial,Sul
55747,2023-08-22,Curitiba,Notebook Dell,3500.0,2,Cliente_1334,7000.0,Presencial,Sul
55750,2023-05-24,Curitiba,Mouse Gamer,120.0,1,Cliente_17510,120.0,Presencial,Sul
55753,2024-05-23,Curitiba,Teclado Mecânico,250.0,2,Cliente_11000,500.0,Presencial,Sul
55761,2023-08-22,Curitiba,"Monitor 27""",1200.0,1,Cliente_10677,1200.0,Presencial,Sul
55763,2023-05-24,Curitiba,iPhone 14,5500.0,1,Cliente_16529,5500.0,Presencial,Sul
55764,2023-01-19,Curitiba,Cabo HDMI,40.0,1,Cliente_26088,40.0,Presencial,Sul
55782,2023-08-11,Curitiba,Smartphone Samsung,2200.0,1,Cliente_2651,2200.0,Presencial,Sul
55783,2024-10-14,Curitiba,Cabo HDMI,40.0,1,Cliente_13716,40.0,Presencial,Sul
55791,2024-02-03,Curitiba,Notebook HP,3200.0,1,Cliente_11221,3200.0,Presencial,Sul
55822,2024-05-09,Curitiba,Cabo HDMI,40.0,1,Cliente_5520,40.0,Presencial,Sul
55840,2023-05-09,Curitiba,iPhone 14,5500.0,1,Cliente_3036,5500.0,Presencial,Sul
55849,2023-05-25,Curitiba,Smartphone Samsung,2200.0,1,Cliente_25908,2200.0,Presencial,Sul
55885,2024-05-08,Curitiba,iPhone 14,5500.0,1,Cliente_26555,5500.0,Presencial,Sul
55904,2023-11-16,Curitiba,Notebook HP,3200.0,1,Cliente_10473,3200.0,Presencial,Sul
55922,2024-11-21,Curitiba,Cabo HDMI,40.0,3,Cliente_11176,120.0,Presencial,Sul
55927,2023-08-05,Curitiba,Cabo HDMI,40.0,1,Cliente_19104,40.0,Presencial,Sul
55932,2023-11-23,Curitiba,Notebook Dell,3500.0,1,Cliente_27209,3500.0,Presencial,Sul
55936,2023-06-16,Curitiba,Teclado Mecânico,250.0,1,Cliente_17783,250.0,Presencial,Sul
55940,2023-10-27,Curitiba,Teclado Mecânico,250.0,1,Cliente_15040,250.0,Presencial,Sul
55944,2023-05-25,Curitiba,Teclado Mecânico,250.0,5,Cliente_14731,1250.0,Presencial,Sul
55946,2023-11-13,Curitiba,Smartphone Samsung,2200.0,1,Cliente_22513,2200.0,Presencial,Sul
55947,2024-11-12,Curitiba,Teclado Mecânico,250.0,1,Cliente_17008,250.0,Presencial,Sul
55958,2024-10-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_18348,2200.0,Presencial,Sul
55961,2023-10-14,Curitiba,Teclado Mecânico,250.0,1,Cliente_15644,250.0,Presencial,Sul
55970,2023-12-31,Curitiba,"Monitor 27""",1200.0,1,Cliente_21942,1200.0,Presencial,Sul
55982,2024-06-16,Curitiba,Notebook HP,3200.0,1,Cliente_10234,3200.0,Presencial,Sul
55988,2024-07-27,Curitiba,Teclado Mecânico,250.0,1,Cliente_15204,250.0,Presencial,Sul
55989,2023-02-03,Curitiba,iPhone 14,5500.0,1,Cliente_3857,5500.0,Presencial,Sul
55993,2024-08-03,Curitiba,Smartphone Samsung,2200.0,1,Cliente_859,2200.0,Presencial,Sul
56000,2024-08-31,Curitiba,Mouse Gamer,120.0,2,Cliente_15735,240.0,Presencial,Sul
